-0.06503024	-0.10238756	-0.09088468	0.07867694	0.044536833	0.045263838	0.19269598	0.0027307228	0.20050459	0.037337027	0.10584731	-0.00799937	-0.05022446	-0.14513052	0.048713565	0.23224074	0.16610225	-0.027231397	0.060622856	0.08673644	0.12972471	0.09765005	0.07777847	-0.022987992
-0.16810586	-0.1407795	0.005115842	0.07189731	-0.14985274	0.02028535	0.022964256	-0.034700498	0.010486544	0.020756643	0.075073764	-0.03848433	0.04396026	-0.030121438	-0.017815161	-0.013495043	0.0038284077	0.100029714	0.10887217	0.13241456	-0.024390137	0.06624199	0.08649347	-0.065280445
-0.13585253	-0.096571214	-0.13635258	-0.017574038	-0.09026272	0.009736833	0.08470621	0.16431192	0.19417723	0.015061525	0.20338044	0.0064303814	0.007906319	0.0186201	0.057842225	0.12126112	0.08615782	-0.0048029847	-0.12544204	-0.07133745	-0.06791581	0.046008773	0.045137737	-0.017020145
-0.12337327	-0.063741066	0.09280597	0.038273428	-0.15209499	0.05923367	-0.025298921	-0.06277748	0.032828722	-0.009293587	0.15582445	-0.050202195	0.048058733	-0.042036846	-0.009153234	0.058105994	0.056679904	0.10872014	0.05849854	-0.0033753417	0.010767118	0.112502635	-0.031272933	-0.08038515
-0.11046023	-0.07744207	-0.08743824	0.11013711	-0.07489442	0.08206436	0.11937127	0.2147801	0.01446402	0.019656103	0.24526885	0.10247108	0.17618924	0.09393268	0.15298608	0.28719395	0.0894688	-1.8571627e-05	0.03262068	-0.073707044	-0.033970933	-0.0017015258	0.02544724	0.067690246
-0.08910319	-0.25150838	-0.22286941	0.23520212	-0.07930731	0.018403783	0.077353545	-0.067975745	0.11196961	-0.11755832	-0.05638461	0.02307357	-0.032944694	-0.024827302	-0.021180522	0.104447134	0.029518025	-0.007037845	-0.030134775	0.021642955	0.065161735	0.019623121	0.01590429	-0.061508607
-0.1823227	-0.10496812	-0.24893378	0.17407477	-0.032883413	-0.011163757	0.07863939	0.027992235	0.19606856	-0.08239882	0.018029189	0.026789272	-0.019807557	0.077392906	0.03815781	0.030519865	-0.033446968	0.017100144	0.15320072	0.014311785	-0.0589909	0.1543424	0.049189482	0.110370584
-0.022438299	-0.07453228	0.08121913	0.01861258	-0.009804878	0.08508417	0.14200222	-0.016318891	0.008360384	0.051522326	0.062226903	-0.040604923	-0.0036037336	0.026040606	0.085300766	-0.043708995	0.1507228	0.1321352	-0.07113989	-0.0887384	-0.08587289	0.16578391	-0.10567668	0.032170147
-0.05044257	0.00027375825	0.23967654	-0.015216972	0.0531882	0.15743938	-0.071849905	-0.034674663	-0.07925881	-0.0077678617	0.33130783	-0.07367562	0.10660442	0.075643465	0.098000675	0.05291839	0.045352023	-0.026326442	-0.06699231	-0.012075937	-0.01879205	-0.12396754	-0.15340573	-0.06887912
-0.14467378	-0.110272124	-0.09343396	0.0882616	-0.09972739	-0.0763804	0.06361041	-0.013016465	0.070906304	-0.053360507	0.22585233	0.07347544	-0.011124666	0.004773721	0.06894753	-0.0040616863	-0.034422677	0.118401185	0.1629906	0.10929171	-0.0104528945	0.20077333	0.0094391415	-0.12779333
-0.19550963	-0.016949635	0.052601952	0.08444853	-0.070339374	-0.033566404	0.16880892	0.067459546	0.030191435	-0.104222156	0.13840072	-0.06167539	0.13526677	0.117685884	-0.037639413	0.08178097	0.13782032	0.030778361	-0.07115875	-0.050176185	-0.1454449	0.024393376	0.010971006	0.109013885
-0.086420104	-0.1587804	-0.14984871	0.19186941	-0.16415732	-0.016456738	0.08789618	-0.045675334	0.10895211	-0.1261086	0.053412087	-0.026380422	-0.018712318	-0.0029319704	-0.0463897	-0.021206386	0.189171	0.04528028	0.055852804	0.08637742	-0.015592444	-0.0302659	-0.04017035	-0.03364858
0.04991341	-0.08108232	-0.18217976	0.08536079	0.0020796945	0.08757354	0.21887255	0.045764714	0.24372973	-0.0403202	0.32253242	0.055718243	-0.00710353	-0.06955816	-0.00692904	0.11702931	0.16911949	0.010883574	0.119174615	-0.011499554	0.09756363	0.059250165	0.0017944062	0.041080028
0.19616432	-0.23899974	-0.18744476	0.08286851	-0.0776543	-0.013533153	0.20020768	-0.11247746	0.23591816	0.039244905	0.046320945	-0.038282063	-0.1911357	-0.030637657	-0.1630851	0.19008096	0.09991695	-0.030493986	0.034308292	0.1599907	-0.018868627	0.15568262	0.0477538	-0.027695388
-0.10027422	-0.057418816	-0.20675135	0.27009788	-0.12107238	0.13460895	0.14070769	0.034779757	0.06809615	-0.011108536	0.050337	0.16004825	0.012879722	0.0035281188	0.0052402643	0.05717889	0.002294642	0.037543304	0.07280662	0.06520142	-0.021283036	0.017184377	-0.032523938	0.20196219
-0.09963953	-0.09720948	-0.14325051	0.09287617	-0.0747075	-0.021647455	0.19494048	0.05190158	0.20549189	-0.069023214	0.2329191	0.021015713	0.07586872	0.1926511	-0.10675916	-0.025291305	-0.061226144	0.13363357	-0.031120239	0.13696732	-0.13326639	0.17725185	0.028212126	0.044181168
-0.032393422	0.051965598	-0.21912786	0.11341632	-0.2278763	0.009666612	0.3205489	0.19351844	0.1765325	0.008953112	0.09002161	-0.027959686	0.038049582	-0.032309014	0.15895274	0.25887054	0.034272447	0.010284497	-0.09973387	-0.02320584	0.0022641805	0.23083948	-0.029587999	0.09617734
